Node,Edge,Weight
Banshee,Zaladane,4
Baron Mordo,Baron Strucker,2
Baron Mordo,Captain America,3
Baron Mordo,Clea,7
Baron Mordo,Daredevil,1
Baron Mordo,Doctor Strange,23
Baron Mordo,Dormammu,4
Baron Mordo,Dum Dum Dugan,2
Baron Mordo,Enchantress,1
Baron Mordo,Eternity,1
Baron Mordo,Human Torch,2
Baron Mordo,Hydra,2
Baron Mordo,Iron Man,2
Baron Mordo,Kingpin,3
Baron Mordo,Man-Thing,1
Baron Mordo,Mephisto,3
Baron Mordo,Nick Fury,3
Baron Mordo,Nightmare,2
Baron Mordo,S.H.I.E.L.D.,2
Baron Mordo,Satana,1
Baron Mordo,Silver Surfer,1
Baron Mordo,Spider-Man,1
Baron Mordo,Spider-Woman,2
Baron Mordo,Thing,1
Baron Mordo,Umar,3
Baron Mordo,Wong,7
Baron Mordo,Yellow Claw,2
Baron Strucker,Baron Zemo,6
Baron Strucker,Beast,1
Baron Strucker,Ben Grimm,2
Baron Strucker,Black Bolt,1
Baron Strucker,Black Knight,2
Baron Strucker,Black Panther,1
Baron Strucker,Black Widow,3
Baron Strucker,Brood,1
Baron Strucker,Bruce Banner,2
Baron Strucker,Bucky,5
Baron Strucker,Cannonball,2
Baron Strucker,Captain America,22
Baron Strucker,Captain Britain,1
Baron Strucker,Captain Marvel,1
Baron Strucker,Ch'od,1
Baron Strucker,Clea,4
Baron Strucker,Colossus,3
Baron Strucker,Corsair,2
Baron Strucker,Crimson Dynamo,1
Baron Strucker,Crule,1
Baron Strucker,Crystal,1
Baron Strucker,Cyclops,2
Baron Strucker,Daredevil,4
Baron Strucker,Deadpool,1
Baron Strucker,Deathbird,1
Baron Strucker,Diamondback,1
Baron Strucker,Doc Samson,1
Baron Strucker,Doctor Doom,3
Baron Strucker,Doctor Strange,5
Baron Strucker,Donald Blake,2
Baron Strucker,Dum Dum Dugan,4
Baron Strucker,Falcon,2
Baron Strucker,Fenris,2
Baron Strucker,Frank Castle,2
Baron Strucker,Gambit,1
Baron Strucker,Giant Man,1
Baron Strucker,Gideon,1
Baron Strucker,Gorgon,2
Baron Strucker,Hank Pym,3
Baron Strucker,Havok,1
Baron Strucker,Hawkeye,1
Baron Strucker,Hepzibah,1
Baron Strucker,Hobgoblin,2
Baron Strucker,Hulk,1
Baron Strucker,Human Torch,1
Baron Strucker,Hydra,17
Baron Strucker,Invisible Woman,1
Baron Strucker,Iron Man,7
Baron Strucker,Jean Grey,1
Baron Strucker,Johnny Storm,2
Baron Strucker,Jubilee,2
Baron Strucker,Karnak,1
Baron Strucker,Leader,1
Baron Strucker,Lilandra,2
Baron Strucker,Logan,5
Baron Strucker,Loki,1
Baron Strucker,Luke Cage,3
Baron Strucker,M.O.D.O.K.,2
Baron Strucker,Madelyne Pryor,1
Baron Strucker,Magik,1
Baron Strucker,Magneto,1
Baron Strucker,Matthew Murdock,1
Baron Strucker,Microchip,1
Baron Strucker,Mole Man,2
Baron Strucker,Moon Knight,1
Baron Strucker,Moonstone,1
Baron Strucker,Namor,1
Baron Strucker,Natasha Romanoff,3
Baron Strucker,New Mutants,1
Baron Strucker,Nick Fury,24
Baron Strucker,Nightcrawler,2
Baron Strucker,Norman Osborn,2
Baron Strucker,Peter Parker,1
Baron Strucker,Polaris,1
Baron Strucker,Professor X,1
Baron Strucker,Psylocke,2
Baron Strucker,Punisher,2
Baron Strucker,Quake,1
Baron Strucker,Quasar,1
Baron Strucker,Radioactive Man,1
Baron Strucker,Red Skull,7
Baron Strucker,Redwing,1
Baron Strucker,Romulus,1
Baron Strucker,S.H.I.E.L.D.,10
Baron Strucker,Sabretooth,1
Baron Strucker,Secret Warriors,7
Baron Strucker,Sersi,1
Baron Strucker,Sharon Carter,1
Baron Strucker,Silvermane,2
Baron Strucker,Sin,1
Baron Strucker,Solo,1
Baron Strucker,Songbird,1
Baron Strucker,Spider-Man,3
Baron Strucker,Stephen Strange,2
Baron Strucker,Storm,1
Baron Strucker,Sue Storm,3
Baron Strucker,Swordsman,1
Baron Strucker,The Hand,3
Baron Strucker,The Hood,1
Baron Strucker,Thor,1
Baron Strucker,Thunderbolts,1
Baron Strucker,Tony Stark,3
Baron Strucker,Umar,2
Baron Strucker,Victor Von Doom,2
Baron Strucker,Viper,5
Baron Strucker,Wasp,1
Baron Strucker,Winter Soldier,3
Baron Strucker,Wolverine,6
Baron Strucker,Yellow Claw,2
Baron Zemo,Batroc the Leaper,5
Baron Zemo,Beast,1
Baron Zemo,Black Bolt,1
Baron Zemo,Black Knight,4
Baron Zemo,Black Panther,8
Baron Zemo,Black Widow,9
Baron Zemo,Boomerang,1
Baron Zemo,Bucky,5
Baron Zemo,Bulldozer,1
Baron Zemo,Bullseye,1
Baron Zemo,Cannonball,1
Baron Zemo,Captain America,48
Baron Zemo,Captain Britain,4
Baron Zemo,Captain Marvel,1
Baron Zemo,Clea,2
Baron Zemo,Colossus,1
Baron Zemo,Constrictor,3
Baron Zemo,Corsair,1
Baron Zemo,Count Nefaria,1
Baron Zemo,Crimson Dynamo,2
Baron Zemo,Crossbones,7
Baron Zemo,Crystal,1
Baron Zemo,Daredevil,4
Baron Zemo,Deadpool,1
Baron Zemo,Diamondback,5
Baron Zemo,Doc Samson,1
Baron Zemo,Doctor Doom,1
Baron Zemo,Doctor Strange,1
Baron Zemo,Donald Blake,2
Baron Zemo,Edwin Jarvis,2
Baron Zemo,Electro,3
Baron Zemo,Falcon,8
Baron Zemo,Fixer,1
Baron Zemo,Gambit,1
Baron Zemo,Giant Man,5
Baron Zemo,Graviton,1
Baron Zemo,Great Lakes Avengers,1
Baron Zemo,Hank Pym,3
Baron Zemo,Hawkeye,12
Baron Zemo,Hercules,2
Baron Zemo,Hobgoblin,3
Baron Zemo,Hulk,6
Baron Zemo,Human Torch,8
Baron Zemo,Hydra,2
Baron Zemo,Iceman,3
Baron Zemo,Immortus,2
Baron Zemo,Invisible Woman,1
Baron Zemo,Iron Man,15
Baron Zemo,Jane Foster,1
Baron Zemo,Jean Grey,1
Baron Zemo,Kang,1
Baron Zemo,Karnak,1
Baron Zemo,Kraven the Hunter,1
Baron Zemo,Leader,1
Baron Zemo,Living Mummy,1
Baron Zemo,Loki,6
Baron Zemo,Magneto,3
Baron Zemo,Man-Thing,1
Baron Zemo,Man-Wolf,1
Baron Zemo,Mandarin,1
Baron Zemo,Maria Hill,1
Baron Zemo,Masters of Evil,3
Baron Zemo,Mockingbird,4
Baron Zemo,Mole Man,1
Baron Zemo,Namor,4
Baron Zemo,Nick Fury,10
Baron Zemo,Nomad,3
Baron Zemo,Odin,4
Baron Zemo,Penance,1
Baron Zemo,Piledriver,1
Baron Zemo,Punisher,1
Baron Zemo,Quicksilver,3
Baron Zemo,Radioactive Man,1
Baron Zemo,Red Skull,6
Baron Zemo,Redwing,1
Baron Zemo,Rick Jones,3
Baron Zemo,S.H.I.E.L.D.,4
Baron Zemo,Sabretooth,1
Baron Zemo,Scarlet Witch,2
Baron Zemo,Scourge,2
Baron Zemo,Sharon Carter,6
Baron Zemo,Shocker,1
Baron Zemo,Sin,3
Baron Zemo,Songbird,1
Baron Zemo,Spider-Girl,2
Baron Zemo,Spider-Man,6
Baron Zemo,Sub-Mariner,4
Baron Zemo,Swordsman,4
Baron Zemo,Thor,14
Baron Zemo,Thunderball,1
Baron Zemo,Thunderbolts,9
Baron Zemo,Titanium Man,1
Baron Zemo,Toro,3
Baron Zemo,U.S. Agent,6
Baron Zemo,Ulik,1
Baron Zemo,Ultron,2
Baron Zemo,Wasp,7
Baron Zemo,Whiplash,2
Baron Zemo,Winter Soldier,6
Baron Zemo,Wolverine,1
Baron Zemo,Wonder Man,1
Baron Zemo,Zaran,1
Baron Zemo,Zemo,4
Baroness S'Bak,Super-Skrull,1
Barracuda,Detective Soap,2
Barracuda,Jigsaw,2
Barracuda,Kingpin,1
Barracuda,Punisher,3
Bastion,Beast,8
Bastion,Bishop,9
Bastion,Black Panther,1
Bastion,Blindfold,1
Bastion,Blink,1
Bastion,Bloodstorm,4
Bastion,Brood,1
Bastion,Cable,11
Bastion,Caliban,2
Bastion,Callisto,1
Bastion,Cannonball,6
Bastion,Captain America,2
Bastion,Captain Britain,1
Bastion,Celestials,1
Bastion,Colossus,6
Bastion,Cyclops,12
Bastion,Daken,3
Bastion,Deathbird,2
Bastion,Destiny,1
Bastion,Doctor Doom,1
Bastion,Domino,2
Bastion,Dragon Man,1
Bastion,Elixir,3
Bastion,Emma Frost,5
Bastion,Excalibur,1
Bastion,Firestar,1
Bastion,Forge,2
Bastion,Franklin Richards,1
Bastion,Gambit,8
Bastion,Havok,7
Bastion,Hellfire Club,1
Bastion,Holocaust,1
Bastion,Hope Summers,3
Bastion,Hulk,1
Bastion,Human Torch,3
Bastion,Iceman,6
Bastion,Invisible Woman,3
Bastion,Iron Man,1
Bastion,Jean Grey,4
Bastion,Joseph,4
Bastion,Jubilee,2
Bastion,Juggernaut,1
Bastion,Justice,1
Bastion,Kingpin,1
Bastion,Kitty Pryde,1
Bastion,Klaw,1
Bastion,Lady Deathstrike,2
Bastion,Lockheed,1
Bastion,Longshot,1
Bastion,Machine Man,4
Bastion,Magneto,5
Bastion,Magus,2
Bastion,Marrow,3
Bastion,Master Mold,1
Bastion,Meltdown,1
Bastion,Mojo,1
Bastion,Mr. Fantastic,2
Bastion,Mystique,2
Bastion,Nightcrawler,2
Bastion,Nightmare,1
Bastion,Oracle,1
Bastion,Pixie,1
Bastion,Polaris,6
Bastion,Post,1
Bastion,Professor X,5
Bastion,Proudstar,1
Bastion,Psylocke,4
Bastion,Purifiers,5
Bastion,Quicksilver,1
Bastion,Rictor,1
Bastion,Risque,1
Bastion,Rogue,4
Bastion,Sabra,2
Bastion,Sabretooth,1
Bastion,Sebastian Shaw,1
Bastion,Senator Kelly,1
Bastion,Shatterstar,1
Bastion,Spider-Man,3
Bastion,Storm,8
Bastion,Sunspot,1
Bastion,Ultron,1
Bastion,Vision,1
Bastion,Warpath,6
Bastion,William Stryker,4
Bastion,Wolfsbane,6
Bastion,Wolverine,13
Bastion,X-23,5
Bastion,X-Factor,1
Bastion,X-Force,6
Bastion,X-Man,1
Batroc the Leaper,Black Panther,2
Batroc the Leaper,Black Widow,3
Batroc the Leaper,Bucky,1
Batroc the Leaper,Captain America,20
Batroc the Leaper,Crossbones,5
Batroc the Leaper,Deadpool,1
Batroc the Leaper,Diamondback,8
Batroc the Leaper,Doctor Doom,2
Batroc the Leaper,Doctor Faustus,1
Batroc the Leaper,Doctor Strange,1
Batroc the Leaper,Falcon,5
Batroc the Leaper,Gambit,1
Batroc the Leaper,Hawkeye,3
Batroc the Leaper,Hulk,2
Batroc the Leaper,Hydra,1
Batroc the Leaper,Invaders,1
Batroc the Leaper,Iron Man,3
Batroc the Leaper,Kingpin,3
Batroc the Leaper,Living Laser,2
Batroc the Leaper,Living Mummy,1
Batroc the Leaper,M.O.D.A.M.,2
Batroc the Leaper,M.O.D.O.K.,4
Batroc the Leaper,Madame Hydra,1
Batroc the Leaper,Man-Wolf,1
Batroc the Leaper,Namor,1
Batroc the Leaper,Nick Fury,2
Batroc the Leaper,Punisher,4
Batroc the Leaper,Radioactive Man,1
Batroc the Leaper,Red Skull,2
Batroc the Leaper,Rhino,2
Batroc the Leaper,Rick Jones,1
Batroc the Leaper,Rogue,1
Batroc the Leaper,Scourge,2
Batroc the Leaper,Serpent Society,1
Batroc the Leaper,Shang-Chi,2
Batroc the Leaper,Sharon Carter,1
Batroc the Leaper,Sleeper,1
Batroc the Leaper,Spider-Man,1
Batroc the Leaper,Swordsman,2
Batroc the Leaper,Tarantula,1
Batroc the Leaper,Taskmaster,1
Batroc the Leaper,Thor,2
Batroc the Leaper,Tiger Shark,1
Batroc the Leaper,Tombstone,1
Batroc the Leaper,U.S. Agent,5
Batroc the Leaper,Union Jack,1
Batroc the Leaper,Whirlwind,1
Batroc the Leaper,Wolverine,1
Batroc the Leaper,Zaran,3
Battering Ram,Bloke,1
Battering Ram,Cannonball,1
Battering Ram,Cyclops,2
Battering Ram,Dead Girl,1
Battering Ram,Domino,1
Battering Ram,Doop,2
Battering Ram,La Nuit,2
Battering Ram,Meltdown,1
Battering Ram,Orphan,1
Battering Ram,Plazm,2
Battering Ram,Professor X,1
Battering Ram,Spider-Man,1
Battering Ram,U-Go Girl,2
Battering Ram,Vivisector,1
Battering Ram,Warpath,1
Battering Ram,Wolverine,2
Battering Ram,X-Force,2
Battlestar,Captain America,2
Battlestar,Dum Dum Dugan,5
Battlestar,Falcon,1
Battlestar,Howard The Duck,5
Battlestar,Invaders,3
Battlestar,Loki,3
Battlestar,Marvel Zombies,5
Battlestar,Red Skull,2
Battlestar,Sersi,1
Battlestar,Silver Sable,1
Battlestar,Sin,1
Battlestar,U.S. Agent,2
Battlestar,Viper,1
Beak,Beast,14
Beak,Bishop,1
Beak,Cannonball,2
Beak,Cassandra Nova,1
Beak,Charles Xavier,2
Beak,Cyclops,13
Beak,Darkstar,2
Beak,Dust,3
Beak,Emma Frost,14
Beak,Fantomex,4
Beak,Gladiator,6
Beak,Grey Gargoyle,1
Beak,Iron Man,1
Beak,Jean Grey,4
Beak,Jubilee,1
Beak,Juggernaut,1
Beak,Lilandra,6
Beak,Lorna Dane,2
Beak,Magneto,4
Beak,Manta,4
Beak,New Warriors,2
Beak,New X-Men,3
Beak,Night Thrasher,2
Beak,Oracle,1
Beak,Polaris,1
Beak,Professor X,10
Beak,Quicksilver,1
Beak,Sage,1
Beak,Smasher,4
Beak,Spider-Man,2
Beak,Stepford Cuckoos,8
Beak,Wind Dancer,2
Beak,Wolverine,11
Beak,Xorn,8
Beast,Bedlam,2
Beast,Ben Grimm,1
Beast,Bishop,110
Beast,Black Bolt,21
Beast,Black Knight,20
Beast,Black Panther,37
Beast,Black Tom,2
Beast,Black Widow,43
Beast,Blastaar,8
Beast,Blindfold,1
Beast,Blink,11
Beast,Blob,34
Beast,Blockbuster,3
Beast,Bloodscream,1
Beast,Bloodstorm,3
Beast,Boom Boom,24
Beast,Boomer,25
Beast,Boomerang,2
Beast,Box,1
Beast,Brood,17
Beast,Brotherhood of Evil Mutants,7
Beast,Brotherhood of Mutants,9
Beast,Bruce Banner,2
Beast,Bucky,1
Beast,Bulldozer,1
Beast,Bullseye,1
Beast,Cable,66
Beast,Caliban,33
Beast,Callisto,7
Beast,Cannonball,82
Beast,Captain America,103
Beast,Captain Britain,28
Beast,Captain Marvel,24
Beast,Carmella Unuscione,5
Beast,Carol Danvers,2
Beast,Cassandra Nova,4
Beast,Cecilia Reyes,2
Beast,Celestials,1
Beast,Cerebro,1
Beast,Ch'od,10
Beast,Chamber,6
Beast,Champions,1
Beast,Charles Xavier,29
Beast,Chase Stein,1
Beast,Chimera,4
Beast,ClanDestine,1
Beast,Clea,5
Beast,Cloak,2
Beast,Cobalt Man,1
Beast,Colossus,252
Beast,Corsair,5
Beast,Count Nefaria,8
Beast,Crimson Dynamo,2
Beast,Crule,1
Beast,Crystal,16
Beast,Cyber,2
Beast,Cyclops,453
Beast,D'Ken Neramani,2
Beast,Dagger,2
Beast,Daimon Hellstrom,2
Beast,Daken,3
Beast,Dani Moonstar,4
Beast,Daredevil,21
Beast,Dark Avengers,2
Beast,Dark Beast,4
Beast,Dark Phoenix,10
Beast,Dark X-Men,2
Beast,Darkhawk,5
Beast,Darkstar,3
Beast,Dazzler,44
Beast,Deadpool,12
Beast,Death,3
Beast,Deathbird,11
Beast,Deathcry,2
Beast,Deathlok,1
Beast,Defenders,14
Beast,Destiny,13
Beast,Diablo,3
Beast,Doc Samson,1
Beast,Doctor Doom,26
Beast,Doctor Spectrum,1
Beast,Doctor Strange,35
Beast,Doctor Voodoo,3
Beast,Domino,26
Beast,Doomsday Man,1
Beast,Doop,2
Beast,Dormammu,2
Beast,Dragon Man,5
Beast,Dum Dum Dugan,2
Beast,Dust,4
Beast,Earthquake,4
Beast,Edwin Jarvis,13
Beast,Elektra,2
Beast,Elixir,2
Beast,Emma Frost,142
Beast,Empath,5
Beast,Emplate,2
Beast,Energizer,3
Beast,Erik the Red,4
Beast,Excalibur,3
Beast,Exiles,2
Beast,Exodus,10
Beast,Fabian Cortez,1
Beast,Falcon,14
Beast,Famine,15
Beast,Fantomex,9
Beast,Fenris,1
Beast,Feral,1
Beast,Firebird,8
Beast,Firelord,4
Beast,Firestar,18
Beast,Foggy Nelson,3
Beast,Forearm,4
Beast,Forge,47
Beast,Frankenstein's Monster,1
Beast,Franklin Richards,4
Beast,Frenzy,2
Beast,Frightful Four,1
Beast,Galactus,3
Beast,Gambit,173
Beast,Gargoyle,9
Beast,Gateway,3
Beast,Gauntlet,6
Beast,Genesis,13
Beast,Ghost Rider,7
Beast,Gideon,2
Beast,Gladiator,18
Beast,Goblin Queen,4
Beast,Goliath,3
Beast,Gorgon,8
Beast,Gravity,4
Beast,Grey Gargoyle,2
Beast,Grim Reaper,6
Beast,Guardian,5
Beast,Guardians of the Galaxy,2
Beast,H.A.M.M.E.R.,1
Beast,Hammerhead,4
Beast,Hank Pym,14
Beast,Hardball,1
Beast,Harpoon,4
Beast,Havok,86
Beast,Hawkeye,41
Beast,Hecate,1
Beast,Hellcat,14
Beast,Hellfire Club,12
Beast,Hellion,2
Beast,Hellions,1
Beast,Hemingway,1
Beast,Hepzibah,6
Beast,Hercules,19
Beast,High Evolutionary,1
Beast,Hobgoblin,4
Beast,Holocaust,11
Beast,Hope Summers,7
Beast,Hulk,53
Beast,Human Torch,27
Beast,Husk,8
Beast,Hussar,3
Beast,Hydra,2
Beast,Hyperion,2
Beast,Iceman,347
Beast,Immortus,8
Beast,Imperial Guard,1
Beast,Impossible Man,1
Beast,Inhumans,4
Beast,Ink,1
Beast,Invisible Woman,18
Beast,Iron Fist,8
Beast,Iron Man,109
Beast,Iron Patriot,6
Beast,J. Jonah Jameson,3
Beast,Jack Power,1
Beast,James Howlett,1
Beast,Jamie Braddock,2
Beast,Jean Grey,163
Beast,Jessica Jones,10
Beast,Jigsaw,2
Beast,Jocasta,2
Beast,John Wraith,4
Beast,Joseph,22
Beast,Jubilee,70
Beast,Juggernaut,30
Beast,Julian Keller,2
Beast,Justice,7
Beast,Ka-Zar,4
Beast,Kang,11
Beast,Karma,12
Beast,Karnak,8
Beast,Karolina Dean,1
Beast,Katie Power,1
Beast,Kitty Pryde,86
Beast,Klaw,2
Beast,Komodo,1
Beast,Krakoa,2
Beast,Kraven the Hunter,2
Beast,Lady Deathstrike,11
Beast,Leech,3
Beast,Legion,11
Beast,Lethal Legion,1
Beast,Lightspeed,3
Beast,Lila Cheney,1
Beast,Lilandra,21
Beast,Living Laser,2
Beast,Living Lightning,5
Beast,Lizard,5
Beast,Loa,1
Beast,Lockheed,8
Beast,Lockjaw,4
Beast,Loki,7
Beast,Longshot,11
Beast,Lorna Dane,2
Beast,Luke Cage,16
Beast,Machine Man,8
Beast,Madame Masque,1
Beast,Madelyne Pryor,6
Beast,Madrox,1
Beast,Maelstrom,1
Beast,Magdalene,4
Beast,Maggott,15
Beast,Magik,9
Beast,Magma,10
Beast,Magneto,110
Beast,Man-Thing,3
Beast,Man-Wolf,1
Beast,Manta,7
Beast,Marauders,3
Beast,Maria Hill,16
Beast,Mariko Yashida,2
Beast,Marrow,33
Beast,Marvel Boy,1
Beast,Mary Jane Watson,2
Beast,Masque,4
Beast,Master Mold,4
Beast,Mastermind,10
Beast,Maverick,1
Beast,Medusa,9
Beast,Meltdown,7
Beast,Mephisto,3
Beast,Mercury,3
Beast,Mesmero,5
Beast,Mikhail Rasputin,2
Beast,Mimic,13
Beast,Mister Sinister,23
Beast,Moira MacTaggert,9
Beast,Mojo,8
Beast,Mole Man,4
Beast,Molecule Man,1
Beast,Molly Hayes,3
Beast,Moon Knight,10
Beast,Moondragon,11
Beast,Moonstone,1
Beast,Morgan Le Fay,1
Beast,Morlocks,1
Beast,Morph,5
Beast,Mr. Fantastic,25
Beast,Multiple Man,6
Beast,Mysterio,2
Beast,Mystique,35
Beast,Namor,15
Beast,Namorita,3
Beast,Natasha Romanoff,2
Beast,Nemesis,7
Beast,New Mutants,12
Beast,New X-Men,9
Beast,Newton Destine,1
Beast,Nick Fury,27
Beast,Nico Minoru,1
Beast,Night Thrasher,2
Beast,Nightcrawler,141
Beast,Nighthawk,2
Beast,Nightmare,1
Beast,Nocturne,5
Beast,Nomad,4
Beast,Norman Osborn,7
Beast,Northstar,15
Beast,Ogun,1
Beast,Old Lace,1
Beast,Old Man Logan,1
Beast,Omega Red,8
Beast,Onslaught,8
Beast,Oracle,4
Beast,Ord,10
Beast,Ozymandias,2
Beast,Paladin,1
Beast,Pandemic,1
Beast,Penance,2
Beast,Pestilence,9
Beast,Phalanx,1
Beast,Photon,2
Beast,Pixie,8
Beast,Polaris,55
Beast,Post,2
Beast,Power Pack,4
Beast,Prism,3
Beast,Prodigy,2
Beast,Professor X,168
Beast,Proteus,6
Beast,Prowler,1
Beast,PsyNapse,4
Beast,Psylocke,122
Beast,Puck,2
Beast,Punisher,5
Beast,Purifiers,1
Beast,Pyro,13
Beast,Quasar,1
Beast,Quasimodo,1
Beast,Quentin Quire,26
Beast,Quicksilver,60
Beast,Rachel Grey,34
Beast,Rage,1
Beast,Randall,1
Beast,Random,1
Beast,Raza,6
Beast,Reaper,2
Beast,Reavers,1
Beast,Red Ghost,2
Beast,Red Hulk,5
Beast,Rictor,31
Beast,Riptide,4
Beast,Risque,1
Beast,Robbie Robertson,1
Beast,Rockslide,3
Beast,Rogue,167
Beast,Ronin,1
Beast,Runaways,1
Beast,S.H.I.E.L.D.,1
Beast,Sabra,6
Beast,Sabretooth,59
Beast,Sage,19
Beast,Sandman,2
Beast,Sasquatch,9
Beast,Sauron,7
Beast,Scalphunter,3
Beast,Scarlet Witch,67
Beast,Sebastian Shaw,1
Beast,Selene,1
Beast,Senator Kelly,1
Beast,Sentinel,3
Beast,Sentinels,17
Beast,Sentry,3
Beast,Ser Duncan,1
Beast,Sersi,3
Beast,Shadow King,2
Beast,Shadowcat,5
Beast,Shaman,1
Beast,Shang-Chi,1
Beast,Shanna the She-Devil,1
Beast,Shard,2
Beast,Sharon Carter,5
Beast,Shatterstar,11
Beast,She-Hulk,13
Beast,Shinobi Shaw,1
Beast,Shocker,1
Beast,Shotgun,1
Beast,Sif,2
Beast,Silver Samurai,2
Beast,Silver Surfer,10
Beast,Silverclaw,1
Beast,Silvermane,3
Beast,Skaar,1
Beast,Skin,4
Beast,Skrulls,5
Beast,Smasher,7
Beast,Snowbird,1
Beast,Solo,1
Beast,Spider-Girl,4
Beast,Spider-Man,66
Beast,Spider-Woman,14
Beast,Spiral,14
Beast,Spitfire,1
Beast,Squadron Sinister,4
Beast,Stacy X,5
Beast,Star Brand,2
Beast,Starjammers,2
Beast,Stepford Cuckoos,15
Beast,Steve Rogers,12
Beast,Stick,1
Beast,Storm,232
Beast,Stranger,1
Beast,Strong Guy,2
Beast,Stryfe,6
Beast,Sub-Mariner,20
Beast,Sue Storm,1
Beast,Sunfire,12
Beast,Sunspot,30
Beast,Super-Adaptoid,3
Beast,Supreme Intelligence,1
Beast,Surge,6
Beast,Swordsman,3
Beast,Synch,1
Beast,Tag,2
Beast,Talisman,1
Beast,Tempest,1
Beast,Terrax,1
Beast,Texas Twister,1
Beast,Thanos,5
Beast,The Collector,2
Beast,The Initiative,1
Beast,The Professor,1
Beast,The Renegades,1
Beast,The Stranger,1
Beast,The Watchers,1
Beast,Thing,21
Beast,Thor,56
Beast,Thunderbird,19
Beast,Tigra,1
Beast,Toad,7
Beast,Toxin,1
Beast,Trauma,1
Beast,Trevor Fitzroy,2
Beast,Triathlon,2
Beast,Triton,3
Beast,Tusk,6
Beast,Tyrannus,2
Beast,U.S. Agent,1
Beast,Uatu The Watcher,2
Beast,Ultron,3
Beast,Unus,3
Beast,Valkyrie,2
Beast,Vanisher,2
Beast,Vargas,6
Beast,Venom,8
Beast,Vertigo,8
Beast,Vindicator,1
Beast,Viper,2
Beast,Vision,43
Beast,Vulture,1
Beast,Wallflower,2
Beast,War,9
Beast,War Machine,1
Beast,Warbird,14
Beast,Warhawk,2
Beast,Warpath,18
Beast,Warstar,2
Beast,Wasp,22
Beast,Weapon X,1
Beast,Wendigo,1
Beast,Whirlwind,2
Beast,Wiccan,1
Beast,William Stryker,1
Beast,Wind Dancer,2
Beast,Winter Soldier,3
Beast,Wither,1
Beast,Wolfsbane,13
Beast,Wolverine,359
Beast,Wonder Man,34
Beast,Wong,5
Beast,X-23,10
Beast,X-Cutioner,2
Beast,X-Factor,32
Beast,X-Force,23
Beast,X-Man,3
Beast,Xorn,15
Beast,Yellowjacket,14
Beast,Young Avengers,1
Beast,Zaladane,4
Beast,Zzzax,1
Bedlam,Bishop,2
Bedlam,Black Panther,1
Bedlam,Black Widow,1
Bedlam,Cable,3
Bedlam,Cannonball,3
Bedlam,Captain America,3
Bedlam,Captain Marvel,1
Bedlam,Colossus,1
Bedlam,Count Nefaria,1
Bedlam,Cyclops,2
Bedlam,Edwin Jarvis,3
Bedlam,Falcon,1
Bedlam,Firebird,1
Bedlam,Firestar,3
Bedlam,Foggy Nelson,1
Bedlam,Gambit,1
Bedlam,Ghost Rider,1
Bedlam,Grim Reaper,1
Bedlam,Hank Pym,1
Bedlam,Havok,1
Bedlam,Hellcat,1
Bedlam,Hercules,2
Bedlam,Human Torch,1
Bedlam,Iceman,2
Bedlam,Iron Man,4
Bedlam,Jane Foster,1
Bedlam,Joseph,1
Bedlam,Jubilee,1
Bedlam,Juggernaut,4
Bedlam,Justice,2
Bedlam,Magneto,2
Bedlam,Marrow,1
Bedlam,Meltdown,3
Bedlam,Mysterio,1
Bedlam,Nightcrawler,1
Bedlam,Nova,1
Bedlam,Ozymandias,1
Bedlam,Polaris,1
Bedlam,Quicksilver,2
Bedlam,Scarlet Witch,2
Bedlam,Spider-Man,4
Bedlam,Storm,1
Bedlam,Sunspot,2
Bedlam,Tempest,3
Bedlam,Thor,4
Bedlam,Warpath,2
Bedlam,Wasp,1
Bedlam,Wonder Man,2
Bedlam,X-Man,1
Beef,Colossus,1
Beef,Emma Frost,1
Beef,Empath,1
Beef,Hellfire Club,1
Beef,Iceman,1
Beef,Jetstream,1
Beef,Lady Deathstrike,1
Beef,Pretty Boy,1
Beef,Storm,1
Beef,Tarot,1
Beetle,Ben Grimm,2
Beetle,Blacklash,2
Beetle,Blizzard,5
Beetle,Boomerang,1
Beetle,Captain America,2
Beetle,Captain Marvel,2
Beetle,Colossus,1
Beetle,Constrictor,3
Beetle,Controller,1
Beetle,Crimson Dynamo,4
Beetle,Cyclops,1
Beetle,Daredevil,1
Beetle,Darkstar,1
Beetle,Deviants,1
Beetle,Doctor Doom,4
Beetle,Dormammu,1
Beetle,Dragon Man,1
Beetle,Electro,1
Beetle,Eternals,1
Beetle,Franklin Richards,2
Beetle,Galactus,1
Beetle,Gladiator,1
Beetle,Hank Pym,1
Beetle,Hawkeye,5
Beetle,Hulk,2
Beetle,Human Torch,5
Beetle,Hydro-Man,1
Beetle,Invisible Woman,4
Beetle,Iron Man,9
Beetle,Iron Patriot,1
Beetle,Justin Hammer,1
Beetle,Kang,2
Beetle,Mandarin,1
Beetle,May Parker,1
Beetle,Mole Man,2
Beetle,Mr. Fantastic,4
Beetle,Mysterio,1
Beetle,Namor,1
Beetle,Nebula,1
Beetle,Nightcrawler,1
Beetle,Psycho-Man,1
Beetle,Rhino,2
Beetle,Rhodey,2
Beetle,Sandman,2
Beetle,Sasquatch,1
Beetle,Scarlet Witch,1
Beetle,She-Hulk,1
Beetle,Silver Sable,1
Beetle,Spider-Man,8
Beetle,Stingray,2
Beetle,Thing,2
Beetle,Thor,2
Beetle,Thunderbolts,1
